lfnr,krnr,agglvl,name,wkr,regbez,agg2833k,agg2833v,krnrv,c25wohn,c25lselb,c25lgewb,c25langs,c25larb,c25lmith,c25iselb,c25igewb,c25iangs,c25iarb,c25imith,c25hselb,c25hangs,c25harb,c25hmith,c25vselb,c25vangs,c25varb,c25vmith,c25gselb,c25ggewb,c25gangs,c25garb,c25gmith,c25dselb,c25dgewb,c25dangs,c25darb,c25dmith,c25dhaus,c25bland,c25bwerk,c25bhand,c25bverw,c25bgsun,c25bhaus,c25selb,c25hsgew,c25anges,c25arbei,c25mith,c25berwt,c25bbrlo,c25pop,c25prot,c25kath,c25juden,c33pop1,c33erwp,c33werwp,c33erwtt,c33erlos,c33brlos,c33aohb,c33waohb,c33land,c33indu,c33hndl,c33dnst,c33haus,c33selb,c33mith,c33beamt,c33angs,c33arbei,c33hsang,c33eloan,c33eloar,c33eloha,c33pop2,c33lv,rwz1,rwz2a,rwz2b,rwz2c,rwz2d,rwz3,rwz4a,rwz4b,rwz4c,rwz5,rwz6,rwz7,rwz8a,rwz8b,rwz8c,rwz8d,rwz9,rwz10a,rwz10b,rwz10c,rwz11,alos30d,alu30d,kru30d,we30d,alos31d,alu31d,kru31d,we31d,alos32d,alu32d,kru32d,we32d
871,205,8,"LEUBUS",7,1,752,752,185,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3524,1422,2054,39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4097,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
872,205,8,"STEINAU A.D.ODER",7,1,872,872,185,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5530,4145,1256,39,6250,2624,860,2163,461,1065,2561,1805,304,710,662,326,161,474,199,183,364,783,160,58,379,24,6250,543,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
873,205,9,"REST-WOHLAU",7,1,752,752,185,46639,7089,0,1063,9916,6497,2519,30,545,5073,166,1208,991,1702,256,190,1320,143,0,217,0,588,178,1,4,2,78,457,0,1008,24565,8303,4157,1653,984,1547,11227,32,4585,17469,6920,41209,5430,44196,31233,12638,24,51903,27518,11690,25198,2320,4949,19436,12034,17709,3590,1994,1229,676,5920,7957,630,1013,9102,576,122,2094,104,45630,26785,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
874,206,5,"BOLKENHAIN (-30.9.32)",8,1,0,0,206,29779,4215,0,515,4323,3867,1859,32,592,7434,113,786,872,660,236,111,528,134,0,154,0,67,46,4,1,0,29,121,0,590,12920,9998,2554,773,271,741,7126,32,2603,12718,4220,27257,2522,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
875,206,8,"BOLKENHAIN",8,1,974,974,206,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
876,206,9,"REST-BOLKENHAIN (-30.9.32)",8,1,974,974,206,29779,4215,0,515,4323,3867,1859,32,592,7434,113,786,872,660,236,111,528,134,0,154,0,67,46,4,1,0,29,121,0,590,12920,9998,2554,773,271,741,7126,32,2603,12718,4220,27257,2522,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
877,207,5,"BUNZLAU",8,1,0,0,207,67609,7819,0,782,6885,7230,4222,124,2258,19562,289,1794,2234,2039,419,311,1577,220,13,348,0,457,173,11,3,2,136,414,0,1522,22716,26331,6486,2121,989,2075,14497,126,7444,29293,7962,60718,6891,67609,56038,9958,114,69995,35528,13878,30078,5450,7137,27330,18178,14132,9870,3094,1826,1156,6356,7759,969,2140,11734,1120,404,4796,250,69995,21179,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
878,207,8,"BUNZLAU",8,1,878,878,207,17977,85,0,96,364,68,1490,78,1087,6246,84,909,1070,508,163,173,921,107,7,172,0,384,145,4,0,0,71,81,0,688,613,8907,2650,1208,705,840,2829,78,3629,7451,326,14923,3054,18058,14509,2584,103,19625,8825,3101,6655,2170,3232,7568,5447,368,3078,1523,1131,555,1130,405,597,1198,2779,546,264,1817,89,19625,713,17977,6758,4052,161,561,4881,655,291,54,15911,16780,152520,155,438,317,90,71,4348,320,213,736,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
879,207,8,"SIEGERSDORF",8,1,879,879,207,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2287,2034,230,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2447,429,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
880,207,8,"TILLENDORF",8,1,880,880,207,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2051,1779,202,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2145,346,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
881,207,8,"WALDAU I. OB.-LAUS.",8,1,881,881,207,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2686,2549,89,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2769,1094,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
882,207,9,"REST-BUNZLAU",8,1,882,882,207,49632,7734,0,686,6521,7162,2732,46,1171,13316,205,885,1164,1531,256,138,656,113,6,176,0,73,28,7,3,2,65,333,0,834,22103,17424,3836,913,284,1235,11668,48,3815,21842,7636,45795,3837,42527,35167,6853,10,50370,26703,10777,23423,3280,3905,19762,12731,13764,6792,1571,695,601,5226,7354,372,942,8955,574,140,2979,161,43009,18597,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
883,208,5,"FREYSTADT",8,1,0,0,218,59335,6882,0,797,7240,6928,3563,157,1957,16001,257,2049,2126,2077,385,269,1328,160,5,353,0,98,80,12,6,5,79,456,0,1034,21847,21778,6637,1762,543,1575,13122,162,6385,26014,7587,54142,5193,-9,-9,-9,-9,52481,27999,11521,25084,2915,4675,19807,13110,12105,8459,2713,1135,672,5519,6372,611,1746,10190,646,323,2504,88,52481,18129,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
884,208,8,"BEUTHEN A. O.",8,1,890,890,218,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
885,208,8,"FREYSTADT I. N.SCHL.",8,1,885,885,218,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5256,2307,814,1869,438,723,2226,1608,221,820,442,249,137,428,163,179,246,722,131,80,344,14,5256,397,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
886,208,8,"NEUSALZ A. O.",8,1,886,886,218,14166,33,0,19,59,15,1227,120,1203,6730,80,747,903,567,90,103,487,40,0,122,0,51,43,6,2,1,21,49,0,320,126,9240,2307,630,222,392,2234,121,2684,7488,191,12917,1249,-9,-9,-9,-9,16463,8277,3142,6856,1421,1617,6569,4706,260,4562,1207,555,272,1003,322,252,1082,3933,264,183,1208,30,16463,405,14166,5691,2694,834,2198,3877,744,221,35,11278,13687,125155,115,386,361,138,113,3474,215,188,505,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
887,208,8,"ALT TSCHAU",8,1,923,923,218,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1745,219,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
888,208,9,"REST-FREYSTADT",8,1,923,923,218,45169,6849,0,778,7181,6913,2336,37,754,9271,177,1302,1223,1510,295,166,841,120,5,231,0,47,37,6,4,4,58,407,0,714,21721,12538,4330,1132,321,1183,10888,41,3701,18526,7396,41225,3944,-9,-9,-9,-9,30762,17415,7565,16359,1056,2335,11012,6796,11624,3077,1064,331,263,4088,5887,180,418,5535,251,60,952,44,29017,17108,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
889,209,5,"GLOGAU L",8,1,0,0,218,52516,8063,0,969,12879,8431,2745,48,531,6951,208,909,1464,1747,285,135,851,164,11,149,0,53,41,3,13,2,53,391,0,941,30342,10435,4405,1161,246,1398,12014,50,3921,22173,8938,47987,4529,64916,47267,16879,60,63030,34003,14262,31410,2593,5291,23736,14966,21960,5433,2314,890,813,7132,9832,491,976,12200,779,440,2050,103,63030,33363,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
890,209,8,"BEUTHEN A.D. ODER",8,1,890,890,218,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3246,2801,411,8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3333,475,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
891,209,9,"REST-GLOGAU L",8,1,923,923,218,52516,8063,0,969,12879,8431,2745,48,531,6951,208,909,1464,1747,285,135,851,164,11,149,0,53,41,3,13,2,53,391,0,941,30342,10435,4405,1161,246,1398,12014,50,3921,22173,8938,47987,4529,61670,44466,16468,52,63030,34003,14262,31410,2593,5291,23736,14966,21960,5433,2314,890,813,7132,9832,491,976,12200,779,440,2050,103,59697,32888,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
892,210,4,"GLOGAU S",8,1,892,892,210,26098,72,0,10,150,10,1983,187,904,5347,76,1737,4260,2537,256,367,2293,273,6,264,0,227,166,5,3,2,49,339,0,950,242,8310,8790,2939,662,1341,4426,189,7743,8812,353,22284,3814,26269,18241,7001,550,28229,12753,4071,10338,2415,3215,12261,9054,136,3163,3742,2497,800,1678,407,1941,2238,3289,785,521,1783,111,28229,408,26098,5023,2055,1088,2784,7146,620,313,67,23948,25617,234455,132,441,311,116,96,6134,522,490,913,1345,708,133,504,2170,703,589,878,2207,385,421,1401
893,211,5,"GLOGAU",8,1,0,0,211,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
894,211,8,"GLOGAU",8,1,0,0,211,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
895,211,9,"REST-GLOGAU",8,1,0,0,211,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
896,212,5,"GOLDBERG",8,1,0,0,212,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,69492,60502,8210,120,71578,36988,14953,32603,4385,5601,28989,18683,18778,8186,3083,1477,1079,6809,8117,834,1662,14141,1040,285,3854,246,71578,29428,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
897,212,8,"HAYNAU",8,1,897,897,212,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,10470,8790,1290,93,11433,5176,1549,3824,1352,1156,5101,3672,145,2127,887,425,240,754,281,200,506,1851,232,118,1144,90,11433,348,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
898,212,8,"GOLDBERG",8,1,898,898,212,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7110,6070,913,15,7842,3902,1579,3156,746,823,3117,2129,400,1403,712,412,229,541,282,253,405,1452,223,64,644,38,7842,694,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
899,212,8,"KAUFFUNG",8,1,899,899,212,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3681,2819,841,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3924,604,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
900,212,9,"REST-GOLDBERG",8,1,900,900,212,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,48231,42823,5166,12,52303,27910,11825,25623,2287,3622,20771,12882,18233,4656,1484,640,610,5514,7554,381,751,10838,585,103,2066,118,48379,27782,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
901,213,5,"GOLDBERG-HAYNAU (-30.9.32)",8,1,0,0,213,53550,5652,0,767,11969,5531,3823,255,976,10295,242,1614,2365,1793,430,258,1152,166,9,256,0,100,116,6,4,2,51,251,0,1513,23919,15336,6202,1585,478,1819,11607,257,5411,24590,6218,49339,4211,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
902,213,8,"GOLDBERG",8,1,898,898,213,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7110,8123,5943,57,235,2070,644,297,59,6719,7343,66510,158,406,321,115,90,1903,99,68,337,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
903,213,8,"HAYNAU",8,1,897,897,213,10227,59,0,10,213,33,1004,91,454,4251,73,683,685,418,154,73,359,30,3,94,0,44,61,2,0,0,17,46,0,346,315,5782,1940,465,201,409,1913,91,1569,5019,265,9112,1115,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,10227,6012,3301,532,1488,3008,740,222,38,8658,10244,92930,131,396,343,130,105,2717,178,113,470,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
904,213,9,"REST-GOLDBERG-HAYNAU (-30.9.32)",8,1,900,900,213,43323,5593,0,757,11756,5498,2819,164,522,6044,169,931,1680,1375,276,185,793,136,6,162,0,56,55,4,4,2,34,205,0,1167,23604,9554,4262,1120,277,1410,9694,166,3842,19571,5953,40227,3096,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
905,214,5,"GOERLITZ L",8,1,0,0,214,65476,7268,0,735,7643,7218,3581,77,2244,19483,281,1422,3815,2834,355,280,832,127,4,283,0,102,111,7,4,2,67,469,0,1232,22864,25589,8426,1243,503,1772,12838,79,7795,30667,7865,60397,5079,59697,54746,3684,9,60238,31933,12308,28031,3902,4613,23692,15905,14824,8655,2915,928,709,5538,7014,841,1304,12646,688,303,3423,176,60238,20959,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
906,214,8,"REICHENBACH I. O.LAUS.",8,1,906,906,214,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2484,2236,187,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2660,155,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
907,214,8,"KOHLFURT BAHNHOF",8,1,908,908,214,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
908,214,8,"KOHLFURT",8,1,908,908,214,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2607,2236,326,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2686,73,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
909,214,8,"MOYS",8,1,915,915,214,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
910,214,8,"PENZIG",8,1,910,910,214,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6972,5674,896,4,7296,3693,1175,2963,730,450,3153,2333,214,2188,319,159,83,360,207,77,319,1919,81,64,645,21,7296,366,6958,6877,3854,153,544,1888,713,254,33,6095,7012,64010,102,412,412,74,53,1647,142,99,190,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
911,214,8,"RAUSCHA",8,1,911,911,214,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3255,2888,262,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3549,530,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
