SPO_13,OVP_13,FPO_13,BZO_13,GRUNE_13,FRANK_13,NEOS_13,SONST_13,NW_13,SPO_17,OVP_17,FPO_17,GRUNE_17,NEOS_17,PILZ_17,SONST_17,NW_17
22898,6126,18515,1629,5848,2670,2978,1426,42822,22517,12578,21456,1925,2604,3769,1537,40124
26440,7204,20279,2045,7717,3403,3914,1811,46671,27600,15722,23837,2400,3930,4975,1988,45243
15073,6321,10271,1300,5217,1920,3373,972,26492,15062,10912,11929,1672,2889,3041,997,25164
59,54,33,10,47,13,32,8,-256,70,77,61,24,38,45,17,-332
76,65,48,17,70,22,35,7,-340,118,89,84,36,33,32,17,-409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,323,73,10,137,27,55,14,-808,289,488,193,64,68,50,22,-1174
32,28,22,3,9,7,1,3,-105,78,41,38,4,8,9,4,-182
994,606,308,39,248,129,77,33,-2434,1048,972,487,102,99,115,59,-2882
565,587,191,24,174,99,48,18,-1706,678,750,362,56,65,55,26,-1992
256,308,125,23,135,59,37,22,-965,333,452,281,44,52,63,31,-1256
685,455,208,31,223,106,60,35,-1803,988,786,383,57,115,118,45,-2492
924,778,385,49,292,110,114,41,-2693,1058,1163,718,143,158,178,58,-3476
874,730,250,22,194,94,45,34,-2243,920,898,432,91,84,116,72,-2613
1016,837,376,51,356,161,91,30,-2918,1176,1091,726,145,146,141,70,-3495
50,47,34,26,85,13,40,12,-307,159,152,72,49,77,56,17,-582
48,30,31,30,70,10,26,8,-253,104,98,89,32,55,34,10,-422
43,56,27,19,73,13,32,10,-273,89,119,50,21,51,38,14,-382
58,33,26,30,57,10,26,4,-244,98,97,71,14,38,25,8,-351
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,932,497,344,1468,257,285,94,-5349,2126,2226,1311,462,524,475,173,-7297
1063,407,321,184,646,151,146,38,-2956,1270,987,715,231,259,196,93,-3751
450,380,163,77,196,67,44,15,-1392,541,672,358,91,109,61,47,-1879
1107,660,415,322,741,247,168,56,-3716,1481,1507,1028,240,268,268,113,-4905
1009,616,424,387,413,189,85,30,-3153,1299,1384,1116,145,205,153,79,-4381
1478,978,697,426,779,346,291,62,-5057,1867,2223,1767,306,396,230,148,-6937
1461,591,531,335,639,289,125,54,-4025,1622,1397,1142,236,275,234,110,-5016
655,412,206,130,369,108,75,24,-1979,885,860,553,133,164,129,58,-2782
857,451,342,208,354,184,70,45,-2511,1002,920,841,132,146,103,58,-3202
498,355,267,182,346,111,51,26,-1836,661,789,655,113,143,135,40,-2536
167,171,154,20,133,28,62,20,-755,188,222,174,70,81,77,25,-837
82,120,72,19,113,20,56,12,-494,147,188,133,51,63,80,26,-688
83,111,55,19,114,12,42,11,-447,163,160,100,67,75,75,30,-670
102,120,64,25,108,26,46,15,-506,301,323,171,88,125,108,37,-1153
77,72,66,22,55,25,34,11,-362,137,143,119,30,45,48,19,-541
222,227,134,41,220,58,118,21,-1041,320,365,255,87,154,130,32,-1343
88,95,63,18,83,25,53,6,-431,182,173,186,33,66,3,71,-714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,447,168,25,255,59,84,23,-1406,540,684,336,103,130,126,48,-1967
1209,685,353,72,515,136,133,44,-3147,1395,1060,667,164,184,245,110,-3825
196,270,92,40,164,40,49,8,-859,256,450,142,76,75,63,28,-1090
657,477,301,42,308,108,105,51,-2049,786,843,553,116,153,150,77,-2678
1810,2274,755,169,1085,273,263,112,-6741,2373,3257,1653,428,498,416,260,-8885
1984,1898,1044,229,1135,512,500,130,-7432,2449,3185,1876,392,593,554,219,-9268
679,653,346,46,239,107,78,38,-2186,1938,1985,1527,176,296,310,120,-6352
1677,1507,887,102,540,250,169,95,-5227,1820,2138,1537,203,265,339,125,-6427
1001,1026,357,50,294,104,90,45,-2967,986,1202,783,115,159,138,80,-3463
724,1247,353,44,281,122,100,31,-2902,852,1610,772,129,164,189,100,-3816
527,1037,282,49,303,79,87,24,-2388,532,1269,563,108,176,119,54,-2821
1136,1545,682,119,720,221,293,84,-4800,1762,2651,1352,371,486,467,152,-7241
712,1271,420,84,502,137,150,67,-3343,914,1606,753,204,279,202,127,-4085
571,570,203,40,211,94,47,26,-1762,721,709,354,82,102,106,58,-2132
1462,2075,756,100,644,219,184,76,-5516,1704,2366,1317,285,303,288,167,-6430
957,1801,594,85,548,184,173,70,-4412,1123,2202,1166,244,278,272,140,-5425
1710,2673,881,209,1615,393,769,145,-8395,2477,4044,1409,639,1034,718,220,-10541
1471,1517,702,104,552,221,195,50,-4812,1680,2038,1309,202,283,261,139,-5912
1493,1764,707,112,923,250,288,93,-5630,2647,3429,1762,525,621,661,300,-9945
621,993,257,71,377,108,75,54,-2556,804,1218,520,155,182,148,89,-3116
976,1376,570,100,652,205,200,81,-4160,1645,2740,1252,420,570,446,137,-7210
365,871,289,42,253,87,81,37,-2025,468,982,594,89,118,104,54,-2409
1164,1066,569,98,414,198,121,56,-3686,1196,1669,1093,169,272,228,104,-4731
442,1283,324,46,308,90,89,34,-2616,570,1596,632,158,170,129,85,-3340
216,266,134,41,347,46,108,47,-1205,334,321,179,119,153,118,41,-1265
41,78,53,17,121,15,33,13,-371,85,94,73,37,68,46,21,-424
93,159,81,34,206,15,67,29,-684,231,174,133,100,106,79,36,-859
88,119,73,27,186,31,67,29,-620,181,164,103,84,73,68,31,-704
96,139,88,12,205,29,51,30,-650,191,176,100,75,75,96,30,-743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,2610,1683,292,3152,489,719,390,-13002,6855,5106,3012,1631,1402,1210,645,-19861
639,394,238,42,411,84,86,34,-1928,1027,756,500,173,171,152,69,-2848
821,546,492,69,603,131,124,56,-2842,1358,1251,1044,264,275,210,83,-4485
1432,1259,924,187,827,285,186,128,-5228,2091,2883,2001,451,446,371,198,-8441
415,487,249,41,279,79,46,31,-1627,709,961,617,156,188,124,70,-2825
878,1157,489,102,759,159,116,107,-3767,1648,2108,1171,369,296,284,167,-6043
1790,1773,881,198,1415,356,362,210,-6985,3177,3453,1903,583,698,614,303,-10731
806,1215,674,126,685,179,141,90,-3916,1542,2395,1524,339,337,228,166,-6531
749,900,518,106,596,184,126,99,-3278,1403,1731,1249,287,359,247,159,-5435
2523,1910,1201,204,1530,396,396,165,-8325,4130,3779,2408,672,801,629,306,-12725
1131,1179,530,76,672,187,107,94,-3976,1833,2195,1313,309,297,258,135,-6340
711,1195,749,127,617,165,147,99,-3810,1336,2391,1531,361,364,225,147,-6355
633,1305,424,72,595,159,92,98,-3378,1141,2070,1078,286,327,214,167,-5283
717,1229,642,157,566,174,85,98,-3668,1230,2198,1333,268,270,157,107,-5563
1041,1096,518,159,747,228,153,91,-4033,1878,2130,1250,289,398,279,170,-6394
1369,1818,695,163,1465,289,327,149,-6275,2670,3286,1584,695,677,560,286,-9758
1818,2286,1182,215,1627,370,347,175,-8020,3230,4377,2723,847,816,743,362,-13098
1073,1138,894,125,753,279,178,113,-4553,1728,2172,1667,353,440,291,142,-6793
48,96,37,14,137,17,55,9,-413,179,221,58,70,113,58,26,-725
56,83,55,18,133,17,35,14,-411,172,191,88,67,100,53,19,-690
39,85,40,11,65,17,41,7,-305,91,157,68,34,63,34,20,-467
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,2451,1018,231,2619,385,616,188,-9460,3251,4573,1686,1299,1087,788,395,-13079
722,891,381,81,776,110,160,42,-3163,951,1627,663,321,312,220,139,-4233
1549,2551,1081,227,2052,448,469,98,-8475,2426,4765,2039,859,928,591,299,-11907
1246,1464,785,115,698,232,231,43,-4814,1446,2486,1281,252,372,182,135,-6154
330,676,321,47,249,87,68,13,-1791,337,936,515,92,133,59,43,-2115
1347,1491,794,117,883,311,214,70,-5227,1712,2809,1156,347,456,219,233,-6932
217,325,166,71,535,84,185,60,-1643,563,548,247,174,330,204,72,-2138
58,76,52,14,72,30,40,16,-358,109,125,98,28,42,34,18,-454
32,46,47,17,36,23,19,13,-233,77,101,64,19,29,26,11,-327
154,173,114,39,149,58,61,21,-769,227,286,185,45,110,73,40,-966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,4853,2703,687,6354,1462,1659,1068,-22233,8385,9403,4007,2535,3195,2534,1209,-31268
999,1010,756,144,499,443,159,104,-4114,1680,2353,1850,211,381,260,154,-6889
2114,2039,1903,362,1702,1055,506,338,-10019,3853,5187,3979,687,1048,832,469,-16055
1057,1182,922,192,495,514,154,92,-4608,1614,2688,2094,211,379,249,160,-7395
1628,660,814,136,537,338,209,197,-4519,2173,1598,1483,231,384,278,166,-6313
1546,1342,983,214,802,474,260,145,-5766,2538,3255,2034,325,538,410,182,-9282
437,646,432,150,299,244,78,50,-2336,781,1530,1009,95,188,94,62,-3759
1004,590,653,105,362,392,107,101,-3314,1325,1265,1199,108,216,167,82,-4362
976,1156,820,168,839,764,185,144,-5052,1688,2625,1819,301,448,292,212,-7385
1747,1098,921,229,605,494,157,185,-5436,2811,2359,1803,207,344,300,197,-8021
2751,1275,1453,212,1019,624,237,248,-7819,4220,2986,2673,338,459,591,301,-11568
762,1493,808,163,650,524,206,120,-4726,1382,2799,1974,282,390,240,162,-7229
834,1755,981,180,591,637,202,119,-5299,1304,3361,2049,268,407,242,170,-7801
29,80,27,14,135,8,79,17,-389,179,153,46,73,82,56,22,-611
40,57,29,7,91,8,35,4,-271,109,111,59,41,56,49,16,-441
22,57,17,10,53,6,16,1,-182,59,108,47,25,30,22,8,-299
11,41,13,6,41,5,15,5,-137,42,58,35,16,28,5,2,-186
22,32,16,5,44,2,17,5,-143,45,45,21,11,21,22,9,-174
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,2093,742,110,2745,259,721,160,-8013,3218,3330,1227,1454,1136,886,346,-11597
368,776,351,65,434,97,103,23,-2217,692,1404,797,247,262,163,92,-3657
1510,2749,1167,221,2381,392,605,135,-9160,3208,5088,2634,1153,1088,749,314,-14234
485,1175,364,68,655,185,196,39,-3167,874,2303,921,346,357,208,90,-5099
718,1326,598,101,870,254,220,57,-4144,1260,2505,1189,477,413,268,147,-6259
311,756,195,42,260,54,70,21,-1709,536,1291,465,145,244,105,63,-2849
396,799,303,69,477,89,154,34,-2321,689,1420,590,249,233,180,72,-3433
262,623,197,30,295,66,69,28,-1570,454,1171,491,194,173,88,64,-2635
642,1274,511,98,622,205,166,57,-3575,1084,2348,1304,296,345,243,140,-5760
27,65,20,6,155,9,74,23,-379,138,123,38,101,91,73,38,-602
14,42,17,3,116,11,67,10,-280,99,88,45,67,83,36,21,-439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,1141,568,80,727,201,539,116,-3966,1148,2251,1153,505,631,198,188,-6074
770,2359,1041,104,1829,346,838,196,-7483,1785,4019,1738,1141,1098,414,294,-10489
480,1230,740,92,1248,215,609,133,-4747,1187,2471,1200,803,808,295,214,-6978
575,1475,703,106,1684,283,677,178,-5681,1579,3058,1549,1174,1052,434,286,-9132
414,454,231,59,492,54,268,66,-2038,546,535,224,223,216,210,66,-2020
342,594,185,79,633,59,323,70,-2285,583,643,200,235,305,228,42,-2236
380,271,200,51,424,57,164,59,-1606,535,368,261,187,172,162,62,-1747
849,471,474,73,372,117,187,73,-2616,797,562,603,137,175,221,84,-2579
615,511,358,98,559,82,246,50,-2519,782,662,459,222,259,237,68,-2689
517,587,343,81,675,90,281,78,-2652,808,740,350,277,354,291,73,-2893
593,264,337,42,246,69,116,44,-1711,602,450,478,96,153,172,56,-2007
2477,395,902,165,64,453,125,373,0,739,1337,240,267,372,223,44,-3222
6697,1797,999,769,117,2010,214,781,0,3104,1743,991,1069,715,898,253,-8773
7679,1833,1655,775,154,1995,281,978,0,3314,2948,1170,1013,1000,957,271,-10673
3238,609,834,231,53,946,109,450,0,1307,1328,340,489,512,403,93,-4472
3776,900,628,428,58,1147,102,507,0,1777,1114,525,633,524,530,176,-5279
2867,537,565,219,39,977,86,442,0,1299,932,288,473,411,421,101,-3925
3087,551,588,220,50,1105,81,488,0,1427,947,283,610,471,502,106,-4346
2644,460,655,166,45,825,68,425,0,1011,972,262,410,397,388,98,-3538
4129,768,909,352,71,1266,110,649,0,1698,1461,449,634,619,577,162,-5600
9717,3852,1305,2066,192,1242,438,615,0,4601,2518,2723,582,593,804,293,-12114
4863,2064,571,1057,88,529,222,329,0,2524,1418,1719,227,286,431,140,-6745
5521,1756,922,874,124,1087,183,563,0,2492,1768,1156,523,510,581,214,-7244
5362,1190,1723,556,118,891,203,679,0,1806,2720,815,468,698,491,89,-7087
7055,1951,1466,1018,171,1454,268,720,0,2973,2414,1374,684,691,806,208,-9150
4424,1265,627,584,83,1281,139,438,0,2073,1063,698,665,390,576,193,-5658
6238,1790,992,931,123,1565,206,623,0,2875,1848,1227,855,540,738,275,-8358
4074,960,897,472,102,1024,141,475,0,1726,1471,694,582,478,520,149,-5620
4804,785,1449,413,97,1255,136,664,0,1842,2219,594,811,775,611,163,-7015
6300,1418,1925,668,115,1064,249,859,0,2022,2811,831,489,844,473,122,-7592
4751,1671,645,764,75,1006,169,415,0,2308,1287,991,553,371,561,193,-6264
8311,3292,1207,1589,184,1067,358,608,0,4334,2746,2585,522,578,783,282,-11830
9460,3596,1282,1774,201,1382,444,773,0,5327,3393,2969,646,868,1000,328,-14531
7031,2401,1431,1087,153,1074,300,584,0,3186,2666,1742,465,684,644,166,-9553
773,248,441,28,142,98,58,30,868,722,408,568,30,72,63,28,785
931,374,591,76,189,105,101,71,1300,839,620,938,39,113,127,103,1208
586,624,441,58,312,132,229,38,1232,506,426,455,39,59,80,27,620
1819,1015,1472,181,505,325,326,104,2375,1158,1045,1273,84,167,171,72,1566
507,246,317,42,119,71,51,23,716,194,90,115,7,8,20,14,209
1357,662,967,85,287,199,169,49,1542,341,243,314,19,46,54,19,323
240,62,84,8,27,18,12,9,194,823,890,764,78,174,142,64,970
2394,4210,1789,454,2274,563,1647,246,6235,303,301,370,38,52,53,17,456
353,121,248,22,56,54,48,14,384,298,370,286,17,43,45,10,285
810,521,614,82,276,138,163,42,1074,83,219,93,15,20,16,4,111
341,208,291,31,94,66,45,18,508,368,251,352,7,50,34,16,476
429,529,367,70,263,97,185,36,894,2788,1787,2890,241,311,440,172,3721
295,269,207,26,74,72,34,17,320,230,245,359,22,35,43,15,375
776,914,699,110,495,175,285,67,1759,1622,1728,1917,136,318,311,108,2314
1255,853,784,144,837,197,490,116,2320,661,890,610,97,212,158,42,1080
73,186,52,3,33,7,14,11,138,459,740,406,95,171,177,48,762
435,177,207,14,65,72,38,9,420,968,1202,876,176,331,231,97,1617
3052,902,2178,222,855,435,310,167,4078,1408,1301,963,233,403,423,122,2155
306,404,248,47,214,53,186,30,604,371,508,289,69,117,105,39,571
177,256,198,45,150,48,78,13,325,187,344,247,52,74,83,21,308
247,173,231,24,74,56,39,18,377,3141,5205,2483,787,1472,1177,281,5470
17156,12954,12426,1772,7341,2981,4508,1128,27663,17470,18813,16568,2281,4248,3953,1319,25382
224,374,200,42,92,55,20,12,533,340,686,462,57,73,43,25,912
274,640,249,52,150,66,35,36,615,507,1143,717,127,133,91,56,1401
258,510,187,38,215,59,29,37,661,0,0,0,0,0,0,0,0
170,266,137,22,64,35,13,20,340,0,0,0,0,0,0,0,0
926,1790,773,154,521,215,97,105,2149,847,1829,1179,184,206,134,81,2313
132,256,228,39,40,71,13,6,392,1689,1531,1657,97,283,191,129,3784
1317,578,776,167,359,346,113,118,2881,767,1155,1354,36,97,73,50,1967
196,153,193,54,51,71,17,12,440,438,884,783,38,86,49,27,1159
11,27,26,3,7,10,2,1,37,360,738,668,22,59,28,23,700
337,209,302,73,86,164,43,20,692,368,740,791,26,89,66,52,856
22,67,38,12,9,26,3,0,46,685,800,917,40,76,64,40,1237
120,216,241,60,66,116,40,10,370,836,1594,1650,92,222,138,80,2516
94,184,151,24,39,72,24,5,251,544,775,921,21,62,37,19,1290
40,48,44,6,6,20,4,2,71,563,644,849,43,73,72,49,1063
352,482,299,64,125,156,29,16,855,223,787,651,20,86,49,37,863
162,218,261,50,20,95,5,7,372,684,1207,1137,85,197,157,81,1710
42,65,68,6,18,32,5,4,102,574,894,893,59,146,81,49,1175
374,205,334,55,59,129,38,13,573,1176,1063,1080,72,188,119,57,1773
28,30,24,7,9,19,0,1,49,2206,1671,2266,210,405,322,145,3128
194,59,152,14,20,54,13,7,254,866,1351,1291,86,168,114,62,1831
125,110,185,40,49,92,16,2,282,259,531,465,30,78,43,15,767
18,25,16,7,3,16,4,3,31,542,788,573,65,142,113,38,1038
326,164,227,20,26,86,8,8,456,309,788,681,53,94,77,34,954
124,214,195,35,59,89,23,13,430,1505,1652,1786,143,356,227,113,2618
201,266,292,41,57,145,20,8,481,604,938,1035,59,172,96,63,1682
83,66,84,7,9,25,13,3,179,305,417,499,10,35,16,17,733
248,266,322,49,84,146,44,32,624,300,730,658,15,52,34,28,866
369,201,267,39,96,107,23,16,570,286,587,621,20,49,27,23,743
82,46,37,6,10,15,0,2,91,261,523,576,24,65,50,34,697
261,274,293,72,122,145,51,35,817,1627,1683,1930,130,253,169,96,3538
165,193,232,21,56,90,20,15,398,235,888,835,32,38,29,29,990
83,31,88,9,28,32,7,6,153,129,368,241,25,32,21,8,391
235,215,194,28,34,91,21,12,332,284,1050,741,21,65,28,19,1094
40,59,61,7,14,21,5,4,120,151,630,444,7,31,18,25,623
169,215,211,26,23,83,19,15,377,533,753,930,28,89,33,30,1297
82,83,105,25,14,38,9,3,178,641,820,903,64,120,76,50,1495
63,112,101,10,15,30,4,3,158,810,710,773,63,86,68,33,1552
345,305,328,54,70,107,24,21,706,89,354,241,8,15,12,3,260
173,194,267,47,106,99,43,21,564,524,786,755,31,95,50,38,1587
93,129,217,22,74,157,38,22,290,231,231,216,7,19,13,24,372
511,329,667,89,127,203,58,61,1002,377,812,798,38,91,51,24,1184
120,269,267,42,70,90,46,21,429,729,451,354,10,50,28,22,761
51,92,105,15,39,50,13,11,192,1123,1008,1156,75,149,95,82,2339
199,248,282,47,127,140,35,27,569,102,303,177,3,20,13,6,275
429,282,541,75,202,163,60,41,618,194,431,343,8,42,15,12,503
370,431,469,66,176,200,72,42,869,222,358,316,10,35,29,20,580
1239,477,789,129,288,293,122,81,1514,837,752,852,48,77,91,54,1407
217,188,252,41,126,90,46,20,389,342,332,274,6,23,18,13,469
626,163,599,88,230,194,85,60,921,543,1099,1023,45,160,83,44,2114
43,75,66,7,4,13,2,8,76,155,370,295,8,20,18,11,374
21,54,91,5,4,11,1,1,105,362,545,327,16,42,32,18,842
444,473,540,70,205,216,70,36,942,152,397,260,1,15,15,3,382
127,84,220,41,98,117,80,48,312,324,757,484,40,76,52,20,1309
881,385,810,143,407,275,163,124,1458,578,884,974,47,85,52,41,1549
106,237,189,45,54,137,31,15,385,327,834,447,13,39,18,18,793
73,144,97,31,40,61,19,12,209,119,302,215,1,23,21,2,289
143,108,236,36,67,84,15,18,321,142,418,252,6,31,11,11,568
102,141,174,35,64,66,31,19,295,268,375,293,11,28,31,17,528
383,218,530,90,140,199,87,48,896,247,345,410,13,37,15,18,690
111,193,265,42,63,166,37,38,423,277,263,329,7,43,13,11,483
288,219,307,57,140,105,59,34,515,215,346,375,9,42,26,16,527
34,28,44,7,11,13,1,3,32,1076,657,1161,24,119,80,66,1472
198,133,245,25,72,88,20,19,391,177,394,383,4,25,15,14,486
99,162,166,29,112,90,33,34,361,201,283,340,1,26,14,16,446
88,84,97,23,27,28,11,3,121,87,280,213,6,15,10,7,298
891,528,983,205,416,377,206,125,1947,214,301,402,18,36,18,21,372
44,158,58,13,12,36,11,5,87,1876,1135,2280,66,181,158,133,2575
20,35,23,1,4,5,2,1,32,471,464,617,18,85,35,25,722
384,336,548,60,199,195,82,35,1294,465,706,778,34,120,77,53,1098
141,179,302,51,47,90,13,20,385,577,898,808,49,96,48,33,940
119,383,229,31,49,78,20,23,307,503,1214,1097,40,109,60,51,1157
83,63,114,11,10,26,14,3,195,144,504,375,21,40,21,21,336
20,46,48,6,4,11,1,0,39,91,486,401,21,34,23,10,332
167,120,140,11,34,55,15,2,311,1069,1852,1547,201,297,195,116,3074
61,157,159,15,11,50,6,8,185,233,321,309,41,35,33,19,455
472,487,507,43,56,164,31,24,808,232,486,485,16,57,43,40,416
103,202,220,32,25,88,13,3,462,527,1078,784,16,84,39,32,988
158,239,205,27,48,88,16,8,387,352,689,872,43,87,52,38,872
20,80,45,7,7,25,1,0,56,471,1019,1083,93,153,86,59,1202
157,253,272,31,89,141,31,19,578,2011,1507,1572,150,283,198,139,3187
396,224,341,35,84,133,29,18,846,275,324,315,12,34,17,18,507
1209,564,1000,134,383,399,168,83,2234,1711,1075,1640,67,133,137,107,3304
40,69,86,18,10,19,2,2,208,2318,968,1854,60,138,171,157,3625
138,89,117,13,23,49,15,5,231,484,909,644,15,65,46,30,990
197,183,214,28,34,93,14,3,424,601,421,483,22,50,27,29,911
84,71,52,10,12,21,12,4,77,406,552,489,18,53,21,14,740
110,19,54,4,4,20,3,2,125,314,370,343,18,53,36,17,451
95,192,137,18,51,84,11,8,306,480,580,424,16,36,43,21,660
115,229,135,22,25,65,15,4,262,1172,729,903,36,86,87,61,1321
88,84,138,24,28,52,24,15,181,689,1025,810,31,84,68,51,1324
226,399,327,37,42,111,20,18,412,405,469,379,30,52,47,28,619
89,228,153,14,25,53,9,7,310,2797,1830,2523,157,309,365,199,4619
110,134,150,33,45,57,26,10,243,3828,1816,3565,114,270,470,229,6667
177,73,145,19,17,55,16,9,265,1647,1125,1252,54,156,159,93,2447
152,219,224,27,75,94,34,15,354,616,655,604,28,68,67,23,1130
185,226,267,30,47,89,29,18,492,1594,783,1275,67,109,156,144,2675
10,19,13,6,7,9,2,3,39,412,406,488,13,39,35,31,709
160,123,184,22,29,53,10,13,293,1349,760,1160,29,102,125,91,2054
241,194,219,23,54,70,16,14,407,465,344,522,13,55,47,26,638
262,200,364,48,165,147,47,36,813,488,282,417,17,35,49,25,678
84,180,97,19,28,33,13,5,206,317,330,346,3,27,69,9,515
287,29,67,13,27,45,8,8,194,301,948,847,42,74,53,31,800
378,200,301,36,78,104,33,27,881,310,496,378,13,47,34,16,415
75,188,123,26,34,44,16,1,209,278,478,599,25,51,41,22,537
86,218,167,23,33,65,16,5,279,834,1766,1443,109,195,137,84,2317
62,36,32,8,4,11,1,2,123,236,809,705,31,63,37,29,645
185,111,144,16,42,65,15,12,264,138,525,356,15,52,29,23,536
90,66,107,21,12,40,6,0,133,132,558,598,20,30,19,26,413
13,93,24,9,5,9,4,0,67,290,810,834,49,88,82,60,869
63,84,64,12,10,28,12,8,120,213,702,619,32,71,40,22,672
359,152,223,36,90,52,35,13,532,92,441,436,22,26,24,14,508
231,376,396,62,155,119,74,23,790,258,205,183,5,23,24,11,346
17,47,4,4,5,2,5,1,32,796,1462,1268,32,125,74,41,1370
54,136,105,8,10,28,10,6,123,192,332,312,10,23,21,8,314
321,141,130,34,23,54,12,16,345,420,520,626,10,46,32,32,566
1084,500,812,109,282,257,125,63,1981,343,1353,1137,20,112,57,39,937
76,70,68,15,16,11,10,7,161,147,460,293,15,37,18,10,309
151,147,142,43,44,60,19,4,299,505,955,961,36,103,67,30,1622
319,326,400,66,110,137,52,39,970,302,670,432,29,73,32,19,980
70,90,80,12,30,30,10,6,139,153,460,354,29,29,23,21,486
175,155,168,28,61,67,19,15,436,802,1480,1484,59,156,106,51,1935
23,52,51,9,3,15,2,2,52,1312,2639,2316,129,285,157,121,3347
111,61,26,8,9,12,9,2,102,368,1659,1398,47,139,72,58,1348
21,25,238,60,52,84,43,27,164,232,865,687,27,85,49,48,748
29,48,121,46,73,50,35,31,180,398,898,1020,26,81,59,55,1109
69,129,73,11,21,32,8,2,133,374,700,616,40,54,44,39,1039
74,219,116,20,25,28,16,17,230,313,715,688,21,54,34,33,721
36,120,330,73,80,85,53,16,292,150,627,537,26,44,21,39,643
927,365,628,84,249,248,58,66,1392,404,1219,942,38,110,70,47,1290
287,180,156,27,60,57,31,9,384,145,708,516,18,32,27,15,571
58,150,102,20,16,27,12,9,213,218,714,625,22,51,25,28,800
53,48,77,12,18,25,21,4,136,324,1034,840,36,62,33,34,936
453,510,527,92,187,164,94,42,1266,285,949,778,39,72,32,22,887
323,199,171,28,81,111,30,21,537,0,0,0,0,0,0,0,0
107,73,192,23,28,52,17,9,294,0,0,0,0,0,0,0,0
50,48,56,7,20,18,6,4,96,0,0,0,0,0,0,0,0
105,60,58,10,14,16,0,5,129,0,0,0,0,0,0,0,0
130,79,206,39,79,59,32,20,327,0,0,0,0,0,0,0,0
101,82,73,10,26,23,5,4,163,0,0,0,0,0,0,0,0
50,26,33,30,7,12,6,4,71,0,0,0,0,0,0,0,0
151,129,243,30,21,61,17,8,278,0,0,0,0,0,0,0,0
86,132,95,15,17,23,1,3,173,0,0,0,0,0,0,0,0
86,155,70,13,18,10,6,1,95,0,0,0,0,0,0,0,0
30,74,52,6,9,10,4,3,63,0,0,0,0,0,0,0,0
29,75,48,17,11,13,4,0,76,0,0,0,0,0,0,0,0
73,186,125,69,34,49,21,10,302,0,0,0,0,0,0,0,0
188,199,163,51,55,53,18,10,380,0,0,0,0,0,0,0,0
182,406,225,66,91,77,44,17,743,0,0,0,0,0,0,0,0
252,148,276,94,88,103,37,15,474,0,0,0,0,0,0,0,0
123,189,124,19,41,53,18,3,273,0,0,0,0,0,0,0,0
67,185,110,28,20,42,8,6,194,0,0,0,0,0,0,0,0
23,57,55,13,9,26,4,1,73,0,0,0,0,0,0,0,0
108,106,142,47,25,28,12,3,152,0,0,0,0,0,0,0,0
131,221,152,20,33,55,14,2,226,0,0,0,0,0,0,0,0
11,40,25,3,2,4,1,1,37,0,0,0,0,0,0,0,0
89,91,80,26,15,26,7,7,133,0,0,0,0,0,0,0,0
152,248,130,32,31,57,16,5,407,0,0,0,0,0,0,0,0
225,152,176,62,60,74,12,7,417,0,0,0,0,0,0,0,0
69,82,135,26,22,25,7,6,144,0,0,0,0,0,0,0,0
79,135,176,61,25,55,5,7,235,0,0,0,0,0,0,0,0
223,171,203,65,67,77,18,13,436,0,0,0,0,0,0,0,0
23,128,56,17,8,17,6,2,88,0,0,0,0,0,0,0,0
243,82,157,32,16,44,7,5,258,0,0,0,0,0,0,0,0
43,40,73,20,20,18,8,3,128,0,0,0,0,0,0,0,0
75,46,106,57,28,38,25,7,203,0,0,0,0,0,0,0,0
18,35,26,4,1,7,2,0,23,0,0,0,0,0,0,0,0
84,180,118,31,25,76,7,3,195,0,0,0,0,0,0,0,0
27,49,22,9,0,8,6,0,68,0,0,0,0,0,0,0,0
67,100,62,19,18,12,2,4,115,0,0,0,0,0,0,0,0
978,250,849,111,169,356,90,65,1527,0,0,0,0,0,0,0,0
162,266,238,58,35,119,11,14,423,0,0,0,0,0,0,0,0
31,40,70,9,6,19,4,2,72,0,0,0,0,0,0,0,0
66,93,145,28,27,63,6,14,247,0,0,0,0,0,0,0,0
36,77,65,33,12,34,10,3,123,0,0,0,0,0,0,0,0
71,58,105,23,8,52,7,6,104,0,0,0,0,0,0,0,0
55,176,92,15,14,42,6,4,166,0,0,0,0,0,0,0,0
101,81,97,18,14,36,16,5,209,0,0,0,0,0,0,0,0
1910,486,1596,224,355,587,156,144,2826,0,0,0,0,0,0,0,0
127,71,128,13,22,59,11,5,155,0,0,0,0,0,0,0,0
417,136,387,55,81,170,46,46,528,0,0,0,0,0,0,0,0
10,69,34,5,1,12,1,1,46,0,0,0,0,0,0,0,0
26,58,88,23,21,25,4,2,142,0,0,0,0,0,0,0,0
73,47,54,8,5,12,8,7,82,0,0,0,0,0,0,0,0
